The Verifier - November 2024. Data as of June 4, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"3907300000","Ohio","Hocking County","18430","21","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3907500000","Ohio","Holmes County","18087","17","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3907700000","Ohio","Huron County","36965","46","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3907900000","Ohio","Jackson County","20695","30","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3908100000","Ohio","Jefferson County","45726","71","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3908300000","Ohio","Knox County","43785","53","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3908500000","Ohio","Lake County","165600","163","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3908700000","Ohio","Lawrence County","43020","84","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"3908900000","Ohio","Licking County","128660","96","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3909100000","Ohio","Logan County","32332","36","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3909300000","Ohio","Lorain County","221647","193","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3909500000","Ohio","Lucas County","304907","312","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3909700000","Ohio","Madison County","27190","24","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3909900000","Ohio","Mahoning County","163093","212","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3910100000","Ohio","Marion County","39577","65","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3910300000","Ohio","Medina County","134574","121","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3910500000","Ohio","Meigs County","14916","27","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3910700000","Ohio","Mercer County","29692","36","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3910900000","Ohio","Miami County","78732","85","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3911100000","Ohio","Monroe County","9326","20","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3911300000","Ohio","Montgomery County","373582","360","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3911500000","Ohio","Morgan County","9185","13","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3911700000","Ohio","Morrow County","24668","33","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3911900000","Ohio","Muskingum County","54637","68","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3912100000","Ohio","Noble County","8081","19","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3912300000","Ohio","Ottawa County","30694","36","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3912500000","Ohio","Paulding County","12685","16","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3912700000","Ohio","Perry County","22901","33","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"3912900000","Ohio","Pickaway County","38574","42","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"3913100000","Ohio","Pike County","18010","22","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3913300000","Ohio","Portage County","111132","129","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3913500000","Ohio","Preble County","28920","42","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3913700000","Ohio","Putnam County","24016","25","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3913900000","Ohio","Richland County","80649","83","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"3914100000","Ohio","Ross County","46386","65","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"3914300000","Ohio","Sandusky County","40500","58","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3914500000","Ohio","Scioto County","45434","77","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"3914700000","Ohio","Seneca County","35068","51","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"3914900000","Ohio","Shelby County","32947","35","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3915100000","Ohio","Stark County","253471","274","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"3915300000","Ohio","Summit County","382519","420","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3915500000","Ohio","Trumbull County","137686","158","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3915700000","Ohio","Tuscarawas County","58854","81","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3915900000","Ohio","Union County","47354","45","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3916100000","Ohio","Van Wert County","20489","39","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3916300000","Ohio","Vinton County","8476","20","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3916500000","Ohio","Warren County","178612","175","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3916700000","Ohio","Washington County","42814","50","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"3916900000","Ohio","Wayne County","70625","67","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"3917100000","Ohio","Williams County","25187","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"3917300000","Ohio","Wood County","90669","95","Assigned Polling Place","No","DREs with VVPAT for all voters","DRE",
"3917500000","Ohio","Wyandot County","14829","23","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4000100000","Oklahoma","Adair County","11667","17","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4000300000","Oklahoma","Alfalfa County","3065","8","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4000500000","Oklahoma","Atoka County","8331","13","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4000700000","Oklahoma","Beaver County","3254","7","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4000900000","Oklahoma","Beckham County","12082","12","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4001100000","Oklahoma","Blaine County","5621","9","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4001300000","Oklahoma","Bryan County","29178","25","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4001500000","Oklahoma","Caddo County","14716","14","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4001700000","Oklahoma","Canadian County","107072","60","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4001900000","Oklahoma","Carter County","32101","28","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4002100000","Oklahoma","Cherokee County","28909","29","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4002300000","Oklahoma","Choctaw County","9355","11","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4002500000","Oklahoma","Cimarron County","1406","6","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4002700000","Oklahoma","Cleveland County","183522","105","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4002900000","Oklahoma","Coal County","3945","9","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4003100000","Oklahoma","Comanche County","63933","40","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4003300000","Oklahoma","Cotton County","3883","7","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4003500000","Oklahoma","Craig County","8800","13","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4003700000","Oklahoma","Creek County","45861","35","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4003900000","Oklahoma","Custer County","15949","12","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4004100000","Oklahoma","Delaware County","28200","18","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4004300000","Oklahoma","Dewey County","3108","9","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4004500000","Oklahoma","Ellis County","2603","7","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4004700000","Oklahoma","Garfield County","34703","28","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4004900000","Oklahoma","Garvin County","16683","17","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4005100000","Oklahoma","Grady County","36895","28","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4005300000","Oklahoma","Grant County","2954","7","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4005500000","Oklahoma","Greer County","2954","6","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4005700000","Oklahoma","Harmon County","1425","7","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4005900000","Oklahoma","Harper County","1961","6","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4006100000","Oklahoma","Haskell County","7240","10","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4006300000","Oklahoma","Hughes County","7286","15","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4006500000","Oklahoma","Jackson County","13789","15","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4006700000","Oklahoma","Jefferson County","3645","9","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4006900000","Oklahoma","Johnston County","6324","14","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4007100000","Oklahoma","Kay County","26794","30","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4007300000","Oklahoma","Kingfisher County","9421","12","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4007500000","Oklahoma","Kiowa County","4975","14","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4007700000","Oklahoma","Latimer County","6292","13","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4007900000","Oklahoma","Le Flore County","30315","37","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4008100000","Oklahoma","Lincoln County","22196","19","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4008300000","Oklahoma","Logan County","34849","30","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4008500000","Oklahoma","Love County","6890","10","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4009300000","Oklahoma","Major County","4716","8","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4009500000","Oklahoma","Marshall County","10169","9","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4009700000","Oklahoma","Mayes County","25684","25","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4008700000","Oklahoma","McClain County","29967","27","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4008900000","Oklahoma","McCurtain County","17754","30","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4009100000","Oklahoma","McIntosh County","13054","15","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4009900000","Oklahoma","Murray County","8760","10","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4010100000","Oklahoma","Muskogee County","39147","39","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4010300000","Oklahoma","Noble County","7135","11","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4010500000","Oklahoma","Nowata County","6705","12","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4010700000","Oklahoma","Okfuskee County","6353","13","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4010900000","Oklahoma","Oklahoma County","471129","291","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4011100000","Oklahoma","Okmulgee County","22238","25","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4011300000","Oklahoma","Osage County","30264","28","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4011500000","Oklahoma","Ottawa County","18947","13","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4011700000","Oklahoma","Pawnee County","10219","10","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4011900000","Oklahoma","Payne County","46729","30","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4012100000","Oklahoma","Pittsburg County","28116","38","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4012300000","Oklahoma","Pontotoc County","23956","20","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4012500000","Oklahoma","Pottawatomie County","43772","31","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4012700000","Oklahoma","Pushmataha County","7222","12","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4012900000","Oklahoma","Roger Mills County","2428","9","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4013100000","Oklahoma","Rogers County","66543","38","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4013300000","Oklahoma","Seminole County","13184","11","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4013500000","Oklahoma","Sequoyah County","25238","25","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4013700000","Oklahoma","Stephens County","28707","28","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4013900000","Oklahoma","Texas County","9352","11","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4014100000","Oklahoma","Tillman County","4114","8","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4014300000","Oklahoma","Tulsa County","402547","252","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4014500000","Oklahoma","Wagoner County","54510","27","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4014700000","Oklahoma","Washington County","35916","27","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4014900000","Oklahoma","Washita County","6905","12","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4015100000","Oklahoma","Woods County","5139","6","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4015300000","Oklahoma","Woodward County","11440","14","Assigned Polling Place","No","Hand marked paper ballots; Direct recording assistive interface without VVPAT for accessibility","Optical Scan, accessible interface records votes directly into optical scan tabulation",
"4100100000","Oregon","Baker County","13060","17","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4100300000","Oregon","Benton County","61639","21","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4100500000","Oregon","Clackamas County","319254","90","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4100700000","Oregon","Clatsop County","31507","25","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4100900000","Oregon","Columbia County","42545","33","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4101100000","Oregon","Coos County","50425","18","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4101300000","Oregon","Crook County","21682","17","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4101500000","Oregon","Curry County","19221","27","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4101700000","Oregon","Deschutes County","163771","50","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4101900000","Oregon","Douglas County","89057","29","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4102100000","Oregon","Gilliam County","1438","3","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4102300000","Oregon","Grant County","5521","5","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4102500000","Oregon","Harney County","5674","3","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4102700000","Oregon","Hood River County","16683","13","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4102900000","Oregon","Jackson County","164454","52","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4103100000","Oregon","Jefferson County","17512","17","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4103300000","Oregon","Josephine County","70297","47","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4103500000","Oregon","Klamath County","51592","45","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4103700000","Oregon","Lake County","5704","19","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4103900000","Oregon","Lane County","279358","66","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4104100000","Oregon","Lincoln County","41037","32","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4104300000","Oregon","Linn County","99658","85","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4104500000","Oregon","Malheur County","18343","25","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4104700000","Oregon","Marion County","227352","118","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4104900000","Oregon","Morrow County","7278","5","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4105100000","Oregon","Multnomah County","569923","107","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4105300000","Oregon","Polk County","63816","16","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4105500000","Oregon","Sherman County","1517","5","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4105700000","Oregon","Tillamook County","21677","29","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4105900000","Oregon","Umatilla County","50741","45","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4106100000","Oregon","Union County","19459","19","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4106300000","Oregon","Wallowa County","6344","12","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4106500000","Oregon","Wasco County","18904","12","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4106700000","Oregon","Washington County","397035","155","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4106900000","Oregon","Wheeler County","1032","3","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4107100000","Oregon","Yamhill County","76986","23","Election Office","Yes","Hand marked paper ballots and BMDs","Optical Scan",
"4200100000","Pennsylvania","Adams County","76009","50","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4200300000","Pennsylvania","Allegheny County","952695","1323","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4200500000","Pennsylvania","Armstrong County","44667","62","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4200700000","Pennsylvania","Beaver County","117438","129","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4200900000","Pennsylvania","Bedford County","33803","40","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4201100000","Pennsylvania","Berks County","276805","202","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4201300000","Pennsylvania","Blair County","81305","93","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4201500000","Pennsylvania","Bradford County","39312","61","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4201700000","Pennsylvania","Bucks County","493581","304","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4201900000","Pennsylvania","Butler County","145722","89","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4202100000","Pennsylvania","Cambria County","88513","125","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4202300000","Pennsylvania","Cameron County","3013","10","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"4202500000","Pennsylvania","Carbon County","46014","51","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4202700000","Pennsylvania","Centre County","109846","88","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4202900000","Pennsylvania","Chester County","396103","230","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4203100000","Pennsylvania","Clarion County","24439","41","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4203300000","Pennsylvania","Clearfield County","50081","70","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4203500000","Pennsylvania","Clinton County","23034","34","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4203700000","Pennsylvania","Columbia County","41473","42","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4203900000","Pennsylvania","Crawford County","55165","68","Assigned Polling Place","No","Ballot Marking Devices for all voters","Optical Scan",
"4204100000","Pennsylvania","Cumberland County","187324","118","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
"4204300000","Pennsylvania","Dauphin County","203765","159","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4204500000","Pennsylvania","Delaware County","424173","428","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"4204700000","Pennsylvania","Elk County","20837","30","Assigned Polling Place","No","Ballot Marking Devices for all voters","BMD/Tabulator",
